296.97	2138.60
298.60	2133.94
296.57	2139.74
298.20	2135.09
296.17	2140.88
297.80	2136.24
299.43	2131.57
297.38	2137.38
299.02	2132.72
293.31	2149.02
294.95	2144.43
296.58	2139.82
294.56	2145.57
292.57	2151.29
294.19	2146.71
295.80	2142.10
293.78	2147.84
295.40	2143.24
297.01	2138.61
298.62	2133.96
296.58	2139.75
291.41	2151.02
290.11	2153.79
288.85	2154.48
289.81	2153.22
288.76	2153.99
291.93	2150.80
290.71	2153.59
289.49	2154.29
290.48	2153.04
289.43	2153.81
288.66	2154.69
291.75	2151.47
290.49	2154.24
289.24	2154.93
290.06	2153.61
288.92	2154.35
289.95	2153.12
288.94	2153.90
291.91	2148.54
