0.00	0.00
732.42	62.62
366.21	1531.31
506.03	1530.96
475.21	1620.22
446.34	1703.96
419.27	1782.51
396.55	1851.64
372.19	1922.35
331.77	2039.47
311.47	2098.31
299.27	2133.36
296.96	2139.21
298.50	2134.43
296.36	2140.32
297.99	2135.57
299.63	2130.80
297.53	2136.73
299.20	2131.97
297.11	2137.89
298.78	2133.14
296.70	2139.06
294.66	2144.94
296.32	2140.23
297.98	2135.49
299.64	2130.73
297.54	2136.66
299.21	2131.90
293.38	2148.54
295.06	2143.86
296.71	2139.14
298.37	2134.40
296.29	2140.30
297.95	2135.56
299.61	2130.80
297.52	2136.73
299.19	2131.97
297.11	2137.90
298.78	2133.15
296.70	2139.06
298.37	2134.32
296.30	2140.23
297.97	2135.50
299.63	2130.73
297.54	2136.66
299.21	2131.90
297.13	2137.83
298.80	2133.08
296.72	2139.00
298.39	2134.26
296.32	2140.17
297.99	2135.43
299.65	2130.66
297.56	2136.60
299.23	2131.84
297.15	2137.76
298.82	2133.01
296.75	2138.93
298.42	2134.19
296.34	2140.10
298.01	2135.36
299.67	2130.60
297.58	2136.53
299.26	2131.77
297.17	2137.70
298.85	2132.95
296.77	2138.87
298.44	2134.12
296.37	2140.03
298.03	2135.30
295.96	2141.20
297.63	2136.47
299.29	2131.71
297.20	2137.63
295.15	2143.52
296.82	2138.81
294.76	2144.69
296.42	2139.98
298.07	2135.24
299.73	2130.46
297.63	2136.40
299.30	2131.64
297.22	2137.57
298.89	2132.81
296.81	2138.73
298.49	2133.99
292.83	2150.27
294.49	2145.70
296.12	2141.09
297.74	2136.46
299.36	2131.79
297.32	2137.59
298.95	2132.94
296.91	2138.74
298.55	2134.09
296.51	2139.88
298.15	2135.24
296.12	2141.02
297.75	2136.39
299.38	2131.72
297.33	2137.53
298.97	2132.87
296.93	2138.67
298.57	2134.02
296.54	2139.82
298.17	2135.17
292.48	2151.42
294.12	2146.85
295.74	2142.24
297.35	2137.61
298.97	2132.95
293.25	2149.23
294.88	2144.65
296.51	2140.03
298.12	2135.39
299.74	2130.71
297.69	2136.52
299.32	2131.86
297.28	2137.67
298.92	2133.01
293.21	2149.30
294.85	2144.72
296.48	2140.10
298.10	2135.46
299.72	2130.78
293.98	2147.11
295.62	2142.51
297.25	2137.88
298.87	2133.22
296.82	2139.02
298.45	2134.37
296.42	2140.16
298.05	2135.52
299.68	2130.85
297.63	2136.66
299.27	2132.00
297.23	2137.81
298.87	2133.15
296.83	2138.95
298.47	2134.30
296.44	2140.10
298.07	2135.45
296.05	2141.24
297.68	2136.60
299.31	2131.94
297.26	2137.74
298.90	2133.09
296.86	2138.89
298.49	2134.24
296.46	2140.03
298.10	2135.39
296.07	2141.17
297.70	2136.54
295.67	2142.32
293.68	2148.05
295.31	2143.46
296.92	2138.84
298.54	2134.18
296.50	2139.97
294.49	2145.73
296.12	2141.12
294.10	2146.86
295.73	2142.26
297.34	2137.63
298.96	2132.96
296.92	2138.76
298.55	2134.11
296.51	2139.90
298.14	2135.26
296.11	2141.04
297.75	2136.41
299.37	2131.74
297.33	2137.55
298.96	2132.89
296.93	2138.69
298.56	2134.04
296.53	2139.84
294.53	2145.59
296.16	2140.99
297.78	2136.35
299.40	2131.68
297.35	2137.49
298.99	2132.83
296.95	2138.63
294.94	2144.39
296.58	2139.78
298.20	2135.13
296.16	2140.92
297.79	2136.28
299.42	2131.61
297.37	2137.42
295.36	2143.19
296.99	2138.57
298.62	2133.92
296.58	2139.71
294.57	2145.47
296.20	2140.86
297.83	2136.22
299.45	2131.55
297.40	2137.36
295.38	2143.13
297.02	2138.51
298.64	2133.85
296.60	2139.64
298.24	2135.00
296.20	2140.79
297.84	2136.15
299.46	2131.48
297.42	2137.29
295.40	2143.06
297.04	2138.44
298.66	2133.79
296.63	2139.58
298.26	2134.93
296.23	2140.72
297.86	2136.08
295.83	2141.86
297.46	2137.23
299.09	2132.57
297.04	2138.37
298.68	2133.72
296.64	2139.51
298.28	2134.87
296.25	2140.66
294.25	2146.41
295.88	2141.80
297.50	2137.17
299.12	2132.51
297.07	2138.31
298.70	2133.65
296.67	2139.45
298.30	2134.80
296.27	2140.59
297.90	2135.95
295.88	2141.73
297.51	2137.10
299.13	2132.44
297.09	2138.24
298.72	2133.59
296.69	2139.38
298.32	2134.74
296.29	2140.53
297.93	2135.89
299.55	2131.22
293.83	2147.54
295.47	2142.95
297.09	2138.32
298.71	2133.66
296.67	2139.46
298.30	2134.81
296.27	2140.60
297.90	2135.96
299.53	2131.29
297.48	2137.10
299.12	2132.44
297.08	2138.24
298.72	2133.59
296.68	2139.39
298.32	2134.74
296.29	2140.53
297.92	2135.89
299.55	2131.22
297.50	2137.03
299.14	2132.37
297.10	2138.18
298.74	2133.53
296.71	2139.32
298.34	2134.68
296.31	2140.47
294.31	2146.22
295.94	2141.62
297.56	2136.98
295.53	2142.75
293.53	2148.49
295.16	2143.90
293.15	2149.62
294.77	2145.03
296.38	2140.42
298.00	2135.77
299.61	2131.10
297.56	2136.91
299.19	2132.24
297.15	2138.05
298.79	2133.40
293.08	2149.68
294.72	2145.10
296.35	2140.48
297.96	2135.84
299.58	2131.17
297.53	2136.98
299.17	2132.32
297.12	2138.12
295.12	2143.89
296.75	2139.27
294.73	2145.03
296.36	2140.42
297.98	2135.77
299.60	2131.10
297.55	2136.91
299.19	2132.25
297.15	2138.06
298.78	2133.40
296.75	2139.20
298.39	2134.55
296.35	2140.34
294.35	2146.10
292.37	2151.81
294.00	2147.24
295.61	2142.64
293.59	2148.37
295.21	2143.78
296.82	2139.15
294.79	2144.91
296.41	2140.29
294.40	2146.04
296.02	2141.43
294.00	2147.17
295.62	2142.57
293.61	2148.30
295.23	2143.71
293.22	2149.44
294.84	2144.85
296.45	2140.23
298.06	2135.58
299.68	2130.91
297.62	2136.72
299.26	2132.05
297.22	2137.86
298.85	2133.21
296.82	2139.01
298.45	2134.36
292.76	2150.62
294.40	2146.04
296.02	2141.44
297.63	2136.80
299.25	2132.13
293.53	2148.43
295.16	2143.84
296.78	2139.22
298.40	2134.57
292.70	2150.83
294.33	2146.25
295.95	2141.64
297.56	2137.00
295.53	2142.77
297.15	2138.15
298.78	2133.49
296.73	2139.28
298.36	2134.64
296.33	2140.43
297.96	2135.79
299.59	2131.11
293.86	2147.44
295.50	2142.84
297.13	2138.22
298.75	2133.56
296.71	2139.35
298.34	2134.71
296.31	2140.50
297.94	2135.86
299.57	2131.19
297.52	2137.00
299.15	2132.34
293.44	2148.64
295.08	2144.05
296.71	2139.43
298.33	2134.78
292.63	2151.03
294.26	2146.46
295.88	2141.85
297.49	2137.22
299.11	2132.55
297.06	2138.35
298.69	2133.70
292.99	2149.97
294.62	2145.39
296.24	2140.78
297.86	2136.14
299.48	2131.47
297.43	2137.28
299.06	2132.62
297.02	2138.42
295.01	2144.19
296.65	2139.57
298.27	2134.92
296.24	2140.71
297.87	2136.07
299.49	2131.40
297.45	2137.21
295.43	2142.98
297.07	2138.36
298.69	2133.71
296.65	2139.50
298.29	2134.85
296.25	2140.64
297.89	2136.00
299.51	2131.33
297.47	2137.14
299.10	2132.48
297.07	2138.29
298.70	2133.64
296.67	2139.43
298.30	2134.79
296.27	2140.58
297.91	2135.94
299.54	2131.27
293.81	2147.59
295.45	2143.00
297.08	2138.37
298.70	2133.71
296.65	2139.51
298.29	2134.86
292.59	2151.11
294.23	2146.54
295.85	2141.93
297.46	2137.30
299.08	2132.63
297.03	2138.43
298.66	2133.78
296.62	2139.57
298.26	2134.93
296.23	2140.72
297.86	2136.08
299.49	2131.41
297.44	2137.22
295.43	2142.99
293.44	2148.73
295.07	2144.14
296.69	2139.52
298.30	2134.87
296.26	2140.66
294.25	2146.41
295.88	2141.80
297.50	2137.17
299.12	2132.50
297.07	2138.30
298.71	2133.65
296.67	2139.44
298.30	2134.80
292.61	2151.05
294.25	2146.48
295.87	2141.87
297.48	2137.24
299.10	2132.57
293.38	2148.87
295.01	2144.28
296.63	2139.66
298.25	2135.01
296.21	2140.80
297.84	2136.16
299.47	2131.49
297.42	2137.30
295.40	2143.07
297.04	2138.45
298.66	2133.79
292.96	2150.06
294.59	2145.49
296.21	2140.87
294.20	2146.62
295.82	2142.01
297.43	2137.38
299.05	2132.71
293.33	2149.01
291.37	2154.70
292.99	2150.15
294.60	2145.56
292.59	2151.28
294.20	2146.70
295.81	2142.09
297.42	2137.45
299.03	2132.79
296.98	2138.59
298.61	2133.93
296.57	2139.73
298.21	2135.08
296.17	2140.87
297.81	2136.23
299.44	2131.56
297.39	2137.37
299.02	2132.71
296.99	2138.52
294.98	2144.28
296.61	2139.67
298.24	2135.02
296.20	2140.80
297.83	2136.17
299.46	2131.50
293.74	2147.81
295.37	2143.22
297.00	2138.60
294.97	2144.36
296.60	2139.74
298.22	2135.09
296.18	2140.88
294.18	2146.62
295.80	2142.02
297.42	2137.39
299.04	2132.72
297.00	2138.52
298.63	2133.87
296.59	2139.67
298.23	2135.02
292.53	2151.27
294.17	2146.70
295.79	2142.10
297.40	2137.46
299.02	2132.80
